,image,bookName,author,interpreter,publisher,price,title,text,pages,dimensons,publicationDate,language,isbn
1507,https://i.idefix.com/cache/500x400-0/originals/0001803513001-1.jpg,Bilge, Kolektif ,,Optimist,"21,0 TL",Bilge Kitap Açıklaması,"
Türkiye sol hareketinin aktivistlerinden, gazeteci-dış politika yazarı,Türkiye Barış Derneği yöneticilerinden, çevreci, yazar ve çevirmen, yayıncıAyşe Bilge Dicleli Türkiye kadın hareketinin 1990'lı yıllardaki önde gelenisimleri arasındaydı.Bu kitap onun yaşamını, çalışma ve katkılarını yeni kuşaklarayansıtabilmek amacıyla hazırlandı. Ailesinden, çocukluğundan, okulyıllarına ve sonrasının değişik dönemlerine, son günlerine kadar Bilge'ylebirlikte olmuş arkadaşlarından onu anlatmalarını rica ettik. Yazacakolanlardan Bilge'yi farklı kılan özellikleriyle anlatmalarını rica ettik.Katkıları bir araya getirdik, ara bağlantıları kurduk, fotoğraflarlatamamladık.Bilge'nin hayatında kendisini en iyi ifade ettiğini, gerçekleştirdiğinidüşündüğü ve geleceğe umutla baktığı dönem kadın hareketindekiçalışmalarıyla belirlenen 1990'lı yıllar ve sonrasıydı. Onun için kitaptakadın hareketindeki mücadele arkadaşlarının katkıları görece daha çok yertutuyor.Bilgelik üzerine o kadar kitap çıktı. Türkçe, İngilizce... her dilden.Zamanım ve dil bilgim yettiğince merakla pek çoğunu okudum.Ama Bilge aramızdan sürpriz bir şekilde erkenden ayrılınca anladım ki,BİLGE OLMAK'ın ne demek olduğunu ben elli yıl boyunca Bilge'degörmüşüm. BİLGE OLMAK kavramıyla elli yıl önce tanışmışım meğer.Onu çok sık görmesem de; ilk dört yıllık üniversite dönemi, ardındanpolitik mücadele, mahkemeler, toplantılar, yürüyüşler... Birlikte yapılangeziler, yemekler, içmekler, acı-tatlı anıları paylaşmalar... derken biz hepBİLGE OLMAK ne demek görmüşüz, öğrenmişiz, yaşamışız meğer.Bazı isimler insanlara anlamlarıyla verilir.Bazen çok ağır olabilir isimler, taşımak mümkün olmaz.Bazen de ismini alır, hayal bile edilemeyecek yerlere taşır insan...Sözlüklere göre Bilge, iyi ahlaklı, olgun, örnek kimse, hâkim, alim, bilgindemek...Bizim Bilgemiz, sözlüklerdeki tanımların ötesinde anlamlara sahipti...Lider...Örnek...Cesur...Uzlaşmacı...Nazik...Mücadeleci...Çevreci...İyi kalpli...
(Tanıtım Bülteninden)
 
",,"14 x 21,5",2019,,9786052202906
1508,https://i.idefix.com/cache/500x400-0/originals/0001868976001-1.jpg,Ahmet Hamdi Tanpınar,Alper Germiyanlıoğlu,,Siyah Beyaz,"16,1 TL",Ahmet Hamdi Tanpınar Kitap Açıklaması,"
23 Haziran 1901'de İstanbul'da doğdu. Kadı Hüseyin Fikri Efendi'nin oğlu. Baytar Mektebi'ni bırakarak girdiği Darülfünun-ı Osmanî’nin (Bugünkü İstanbul Üniversitesi) Edebiyat Fakültesi'nden 1923'te mezun oldu. Erzurum, Konya ve Ankara'daki liselerde öğretmenlik yaptı. Gazi Terbiye Enstitüsü'nde (Gazi Eğitim Enstitüsü) edebiyat dersleri verdi. 1933'ten sonra İstanbul'da Kadıköy Lisesi'nde edebiyat öğretmenliği yaptı. Güzel Sanatlar Akademisi'nde sanat tarihi ve estetik dersleri verdi. 1939'da İstanbul Üniversitesi Edebiyat Fakültesi'nde yeni kurulan Türk Edebiyatı Kürsüsü profesörlüğüne getirildi. 1942 ara seçimlerinde CHP'den Maraş Milletvekili olarak Türkiye Büyük Millet Meclisi'ne girdi, üniversitedeki görevinden ayrıldı. 1946 seçimlerinde tekrar aday gösterilmeyince bir süre Milli Eğitim Müfettişliği yaptı. Güzel Sanatlar Akademisinde tekrar derse girmeye başladı. 1949'da da İstanbul Üniversitesi Edebiyat Fakültesi Türk Dili ve Edebiyatı Bölümü'ne döndü.
1962 Ocak ayında bronşit rahatsızlığı artan Tanpınar, soğukların da etkisiyle hastalanır. Bu defa iyileşemeyeceği bir sürece girmiştir.
23 Ocak 1962 günü, fakültede fenalaşır. Hastaneye yatırılır. Birden gelen bir krizle 24 Ocak sabahı beşi kırk geçe ölür.
 
(Tanıtım Bülteninden)
 
",152,"13,5 x 21",2020,Türkçe,9786257961264
1509,https://i.idefix.com/cache/500x400-0/originals/0000000696279-1.jpg,Necip Fazıl ve Büyük Doğu,Suat Ak,,Büyüyenay Yayınları,"105,0 TL",Necip Fazıl ve Büyük Doğu Kitap Açıklaması,"
Necip Fazıl Kısakürek (1904-1983) aramızdan ayrılalı 33 yıl oldu. Konu Necip Fazıl olunca karşımızda sadece edebi eserleri ve düşünceleri olan bir entelektüel yok. O entelektüel tarafının yanında, o zamanki mevcut sisteme yönelttiği eleştirilerle ve sistem tarafından maruz bırakıldığı davalar, mahkemeler ve hapis cezalarıyla hayatı çileye dönmüş siyasi bir kişilik aynı zamanda. Bu yüzden Cumhuriyet tarihinin 50-60 yılının en önemli aktörlerinden biri. Siyasi, toplumsal ve kültür tarihimizin nerdeyse 50-60 yılını Necip Fazıl'in düşüncelerini, sanatını ve mücadelelerini dikkate almadan anlayamayız ve analiz edemeyiz. O, bazen bir çığlık gibi bazen de kendi ifadesiyle buzulları hohlayarak eritmeye çalışan bir entelektüel olarak, Anadolu'yu karış karış dolaşan, mahkemeden mahkemeye, davadan davaya koşan biri olarak aziz ömrünü tamamlamıştır. Onun yaşadığı dönemin, mücadelesini sürdürdüğü ortamın şartları bilinmeden nasıl onu anlamak güçse, onun mücadelesini ve çalışmalarını bilmeden de bugünleri, toplumsal ve siyasi akışımızı anlamamız o kadar güç. İşte bu eser bu ilişkiyi gözler önüne seren ve Necip Fazıl ile sınırlı ""Sosyal-Siyasi Mücadele Tarihi""dir. Okuyucu bu tarihin merkezinde Necip Fazıl'ın sanat ve edebiyat adamı olarak portesini değil, Büyük Doğu Cemiyeti'ni kuran, dergi ve gazete çıkaran, hakkında davalar açılan, idealini anlatmak için adım adım Anadolu yollarına düşen, fikirleriyle siyasi mücadele içinde bulunan bir Necip Fazıl portresi bulacaktır.Bu çalışma Suat Ak'ın titiz araştırmalarıyla ve bilgisiyle kültür dünyamıza katılmaktadır.(Tanıtım Bülteninden)",464,,2016,Türkçe,9786059268394
1510,https://i.idefix.com/cache/500x400-0/originals/0001744474001-1.jpg,İbn Haldun-Yenilikçi Müslüman Düşünürler Dizisi 6,R. İhsan Eliaçık,,Tekin Yayınevi,"22,75 TL",İbn Haldun-Yenilikçi Müslüman Düşünürler Dizisi 6 Kitap Açıklaması,"
Arka Kapak Yazısı (Tanıtım Bülteninden)
 
İbn Haldun denilince İslam düşünce tarihine tam sekiz yüzyıl sonra “dönüp şöyle bir bakmanın” ifadesi anlaşılmalıdır. Çünkü o ünlü “Mukaddime”siyle İslam kültür ve medeniyetinin siyasi/sos-yal/kültürel bir analizini yapmış, “Buraya kadar olanların anlamı nedir?” sorusunu sormuş, sonraki nesillere “Buradan çıkarılacak dersler şunlardır” diyerek yepyeni bir çığır açmıştır. 
 
Bu açıdan, İslam düşüncesindeki yenilikçi damar¬ların en güçlü temsilcilerinden olan İbn Haldun, kararmaya yüz tutan İslam semasının âdeta son yıldızlarından birisidir.
 

Editör                           Ayşegül Çakan
Kapak Uygulama          Bilgi Erdoğan

",,"13,5 x 21",2018,,9789944612272
1511,https://i.idefix.com/cache/500x400-0/originals/0000000167620-1.jpg,Tagiyev,Okan Yeşilot,,Kaknüs Yayınları,"28,0 TL",Tagiyev Kitap Açıklaması,"
Hacı Zeynelabidin Tagiyev, şöhretini petrolden elde ettiği serveti ile duyuran bir Azerbaycan Türküdür. Okuma yazma bilmemesine rağmen küçük yaşta iş hayatına atılmış; satın aldığı topraklardan petrol çıkmasıyla elde etmiş olduğu serveti, milli sermayenin yeni yeni geliştiği XIX. yy Azerbaycan ekonomisine damgasını vurmuştur. Tagiyev, dillere destan servetinden çok, hayırseverliği ve eğitime verdiği önemle anılmayı başarmış bir şahsiyettir. Onun cömertliğinden, sadece Azerbaycan halkı değil; Hindistan, Mısır, İran, Osmanlı Devleti ve Rusya Türkleri de nasibini almıştır. ""Halkım varlık içinde yaşasın, gençler okusun"" düşüncesiyle binlerce projeye destek veren Tagiyev'in, Rüya Sarayı'na el konulurken bile ailesine hitaben ağzından şu sözler dökülecektir: ""Özel eşyalarınız dışında hiçbir şeye dokunmayın. Bu saray, müze olması kaydıyla artık halkımındır."" Çarlık dönemine, Azerbaycan Cumhuriyeti'ne ve SSCB'nin ilk zamanlarına ışık tutan bir servet hikayesi.",112,,2004,Türkçe,9799752560047
1512,https://i.idefix.com/cache/500x400-0/originals/0001957337001-1.jpg,Geç Kalan Adam: Ahmet Hamdi Tanpınar,Sefa Kaplan,,Holden,"84,0 TL",Geç Kalan Adam: Ahmet Hamdi Tanpınar Kitap Açıklaması,"
“Gözbebeklerindeki yaşları içinde büyüttüğü boşluğa akıtan ve zihninde yaptığı her kavgadan yenik çıkan yaşına kırgın bu adam, bütün Türkiye’nin eserine ve şahsiyetine geç kalacağı Ahmet Hamdi Tanpınar’dan başkası değildi. Dostlarının ifadesiyle ‘Kırtıpil Hamdi’, kendisinin ifadesiyle ‘derbeder şair’, 1953 Nisanı’nda ilk defa geldiği Paris’te kırtıpilliğine yeni kırtıpillikler, derbederliğine farklı derbederlikler ilâve etmekle meşguldü.”
Sefa Kaplan, biyografi sanatını farklı bir vadiye taşıdığı Geç Kalan Adam: Ahmet Hamdi Tanpınar’da klasik biyografi kalıplarını yıkıyor. Kimi zaman kendini metne doğrudan ve dolaylı bir biçimde katabilmek için Tanpınar’la mektuplaşıyor, kimi zaman da Tanpınar’ı tıpkı bir roman kahramanıymış gibi iyi ve kötü yanlarıyla anlatıyor.
Edebiyatımızın en önemli isimlerinden Ahmet Hamdi Tanpınar’a yakışacak nitelikte bir yapıt bu. Onun yaşamını, eserlerini, düşünce dünyasını ve konumlandığı çevreyi geniş bir çerçeve çizerek anlatıyor Sefa Kaplan. Bu bakımdan eser yalnızca Tanpınar meraklıları için değil, Türk edebiyatı tarihiyle ilgilenenler için de önemli bir kaynak. Tıpkı Kaplan’ın diğer eserleri gibi, bir başucu kitabı olmaya da aday üstelik.
 
(Tanıtım Bülteninden)
 
",526,"12,5 x 19,5",2022,Türkçe,9786057415356
1513,https://i.idefix.com/cache/500x400-0/originals/0001977530001-1.jpg,100 Türk Büyüğü - Sanatçılar Cilt 2,Vahit Türk,,Türk Kültürüne Hizmet Vakfı,"240,0 TL",100 Türk Büyüğü - Sanatçılar Cilt 2 Kitap Açıklaması,"
Türklerin bugün yeryüzünde var olan milletler içerisinde erken çağlarda devlet kurma becerisini gösteren birkaç milletten biri olduğunu söylemek, bir tarihi gerçekliğin ifadesidir. Bu muazzam tarihte başlangıçtan itibaren ortaya çıkan siyasi yapılar, elbette büyük devlet ve siyaset adamlarının çabalarıyla oluştu ancak o devlet adamlarını yetiştiren ortamı ve aklı ihmal etmek büyük bir haksızlık olur. Kurulan siyasi yapılar, onları destekleyen ve besleyen akıl, bilgi ve kültürün gücü oranında başarılı olur. Ayrıca bu yapılar, akla ve bilgiye dayandığı, geçmişin birikiminden yararlandığı sürece varlıklarını sürdürebilir. Türk tarihini de bu bakış açısıyla değerlendirirsek, gelecek için yararlanılacak oldukça değerli ibret sahneleri karşımıza çıkacaktır. Geçmişini hatırlayan, geçmişte yaşadıklarından dersler alan; ürettikleriyle çevresine ışık saçan aydınlarını, insanlığa büyük hizmetleri olan bilginlerini unutmayan ve bunlardan alınan ilhamla yeni kuşakları geleceğe hazırlayan milletler hem yarınlarını daha güçlü temeller üzerine inşa ederler hem de bütün insanlığın geleceğine ciddi katkılar sunarlar. Bu eser, alanında uzman pek çok bilim insanının değerli katkılarıyla ve Türk Kültürüne Hizmet Vakfının çabasıyla ortaya çıktı. Bu eserde bin yıllarla ifade edilen uzun tarihimizde büyük hizmetleri olmuş devlet adamlarının, milletimize ve insanlığa büyük katkıları olmuş bilim insanlarının, gönül dünyamızın mimarları olan din ve tasavvuf adamlarımızın, yazdıkları eserlerle dilimizi işleyip onu dünyanın en güzel dili durumuna getiren edip ve şairlerimizin, mimarlarımızın, musiki üstatlarımızın, denizcilerimizin, seyyahımızın, güldürü ustamızın hayat hikayeleriyle ortaya koydukları eserler hakkında bilgiler bulacaksınız.“Cumhuriyetimizin 100. Yılında 100 Türk Büyüğü” yayının 2. Cildi olarak okuyucunun beğenisine sunulan “Sanatçılar” Ali Şir Nevayi, Baki, Itrî, İsmail Dede Efendi, Karacaoğlan, Nasrettin Hoca, Sedefkâr Mehmed Ağa, Şeyh Galip gibi önemli isimlerin ele alınmasıyla vücut bulmuştur.
 
(Tanıtım Bülteninden)
 
",496,16 x 24,2022,Türkçe,9789757522430
1514,https://i.idefix.com/cache/500x400-0/originals/0001910346001-1.jpg,Ah Medya Vah Medya - Medyanın Gerçek Yüzü,Ercan Güneş,,Sokak Kitapları Yayınları,"34,8 TL",Ah Medya Vah Medya - Medyanın Gerçek Yüzü Kitap Açıklaması,"
                                Ah Medya Vah Medya - Medyanın Gerçek Yüzü
                            ",176,"13,5 x 19,5",2021,Türkçe,9786052875841
1515,https://i.idefix.com/cache/500x400-0/originals/0001843934001-1.jpg,Che Guevara,Hüseyin Turhan,,Dorlion Yayınevi,"28,35 TL",Che Guevara Kitap Açıklaması,"
Guevara Öldü... Yaşasın Guevara!
Che Guevara, “Bize anlamlı gelen tek sosyalizm tanımı var.” demişti, “O da bir insanın bir başka insan üzerindeki sömürüsünün ortadan kalkması ya da bir ülkenin bir başka ülke üzerindeki sömürüsünün.”Batı, Oliver Twist’ler diyarında ve Guevara da sınır tanımadı. Çünkü sömürgenler Atina’da, Jakarta’da, Saygon’da, Kongo’da ellerini kollarını sallayarak dolaşıyorlardı.
O da kolay çıkaran madencilere dinamit atmayı, dağ Kızılderililerine savaş tuzağı kurmayı öğretti. Doktor karabinaya sarılmıştı. (O ana kadar Küba’nın gerilla gruplarından uzakta, iki tarafın yaralılarını tedavi ediyordu.)
Guevara gibileri, bizim daktilolarımız ve yumuşak ellerimiz için fazla büyük ve öfkeli, Camiri’deki duruşma salonu için fazla yüce, partilerinin gerillalara ihanet etmesini buyuran, devrimlerini kalın perdelerle, kadifelerle sürdüren Kremlin’deki şişman adamlar için de fazla dürüsttürler. Ve ciddiyetleri yüzünden orta yaşa kadar sağ kalamazlar...
 
(Tanıtım Bülteninden)
 
",,"13,5 x 21",2019,Türkçe,9786052495605
1516,https://i.idefix.com/cache/500x400-0/originals/0001779970001-1.jpg,İlim Yolunda: Taşköprülüzade,Fatih İbiş,,Erdem Yayınları,"28,0 TL",İlim Yolunda: Taşköprülüzade Kitap Açıklaması,"
Osmanlı’nın ilk ansiklopedisti ve bilim tarihçisi kabul edilen Taşköprülüzâde; âlimin eş-Şekâik (Âlimler Ansiklopedisi) ve Miftâhu’s-Saadet (İlimler Ansiklopedisi) eserlerinden hareketle Doç. Dr. Fatih İbiş tarafından kaleme alındı.
“Ebu’l Hayr” Ahmed Taşkörülüzâde hayatı boyunca dar kapısından girdiği ilmin talebesi olmuş, yürüyüşlerinin hakkını veren ilim talebelerine hocalık etmiş ve iz bırakan âlimler yetiştirmiştir. Taşköprülüzâde’nin iz sürme ve iz bırakma seyrini ilim merakını eş-Şakâik’in girişinde yer alan “Sağı soldan, doğruyu eğriden ayırmaya başladığım günden beri ulema menkıbeleri ve onların haberlerini öğrenmeye çok meraklıydım. ... Nesiller gelip geçtikçe neredeyse onların da isimleri ve resimleri, nesillerin dilinden ve zihninden kazınıp gidecekti.” ifadelerinden okuyabiliyoruz. Nitekim âlimlerin hayatını anlattığı aynı eserinde kısaca kendi yaşamına da değinme gerekçesini tevazuuyla izah eder “Efendilerin huzurunda hizmetkârların da anılması gerekir.” Dahil olduğu nesille birlikte geleceği de gözeten Taşköprülüzâde’nin, gün gelip kendi hayatının da aynı hüsnü niyetle kayda alınacağını, yeni bir nesle aktarılacağını öngördüğünü; okuyucuların âlimin hayatına ana hatlarıyla değinen bu kitabı okurken ayrı bir keyif alacağına inanıyoruz.
Kitabın birinci bölümünde doğumundan âlimliğine kadar ailesi, çocukluğu, ilimle ve âlimlerle tanışması, müderrisliği, gönüllüsü değilse de kaderinde yazıldığına inandığı kadılık dönemleri anlatılıyor. Üzerinde etkisi, emeği olan âlimlerin ve kalbini genişleterek terbiye eden ariflerin konu edildiği ikinci bölümdeyse Taşköprülüzâde’nin irfani yönüne tanıklık ediyoruz.  Âlimin ilmî yaklaşımları, eserleri, talebeleri hakkındaki bilgiler ve dolayısıyla da âlim, ilim, irfan, talebe gibi kavramların içeriğine dair bir keşfe çıktığımız sayfalarsa üç ve dördüncü bölümlerde. Ayrıca kitabın sonunda okuyacağınız “Kendi Kaleminden Taşköprülüzâde” bölümüyle âlimle bizzat sohbet etmiş kadar olacaksınız. Ek ikideki “Taşkörülüzâde’nin Biyografisinde Okuduğu ve Okuttuğu Kitapların Listesi”yse özellikle tarih öğrencilerine iyi bir sürpriz olacak.
 

(Tanıtım Bülteninden)
 

",,"12,5 x 21",2018,,9786052790038
1517,https://i.idefix.com/cache/500x400-0/originals/0001776556001-1.jpg,Cumhuriyet'e Ruh Veren Adam Ziya Gökalp,Ali Güler,,Halk Kitabevi,"59,5 TL",Cumhuriyet'e Ruh Veren Adam Ziya Gökalp Kitap Açıklaması,"
Ziya Gökalp, çözülen, dağılan bir imparatorluğun son dönemini şekillendiren İttihat ve Terakki’nin bütün milli politikalarının arkasındaki birkaç önemli isimden birisidir. Onun bu yönlendirici kişiliği Cumhuriyet’in kuruluşu sürecine de damga vurmuştur. Daha Mütareke ortamındaki belirsizlik içinde Bekirağa Bölüğü’nde tutuklu iken ümitsizliğe kapılanlara “Mustafa Kemal Paşa’ya dikkat ediniz” diyecektir.
Babasının vasiyetine uyarak Namık Kemal’in “vatan ve hürriyet” yolundan yürüyecek, o yolu Türkiye Cumhuriyeti’ni kuran Mustafa Kemal Atatürk’e bağlayacaktır. 1924 Anayasası, Medeni Kanun çalışmaları, kadın hakları, Cumhuriyet Halk Fırkası’nın programı (9 İlke), yönetim şeklinin cumhuriyet olarak belirlenmesi, irade-i milliye kavramı, iktisat politikasının tercihi, sade Türkçe, Türkçe Hutbe, Türkçe Kur’an (Meal), Türkçülük, halkçılık, laiklik ilkesi, eğitim, dil ve tarih politikalarının belirlenmesi gibi pek çok konu onun imzasını taşımaktadır.
Atatürk’ün, “bedenimin babası Ali Rıza Efendi, hislerimin babası Namık Kemal, fikirlerimin babası ise Ziya Gökalp’tır” şeklindeki sözleri bu açıdan önemlidir. Bütün bu nedenlerle kitabımıza “Cumhuriyete Ruh Veren Adam: Ziya Gökalp” ismini verdik.
Takipçisi olduğu Vatan ve Hürriyet Şairimiz Namık Kemal gibi çok genç bir yaşta, 48 yaşında vefat etmiştir. 48 yıla neleri sığdırdığını bu eserde bazen hüzünle, bazen de gururla okuyacaksınız. Özellikle gençlerimizin onun hayatını ve eserlerini altını çizerek okuması lazımdır.
Soyca “Türk” olan Ziya Gökalp, “Kürtleri sevmeyen bir Türk varsa Türk değildir, Türkleri sevmeyen bir Kürt varsa Kürt değildir.” Diyen adamdır. Ruhu şad olsun.
 
(Tanıtım Bülteninden)
 
",,"13,5 x 21",2018,,9786052365809
1518,https://i.idefix.com/cache/500x400-0/originals/0000000694487-1.jpg,Bir İnsan-ı Selim, Kolektif ," Halim Demiryürek  ,",Lotus Yayınları,"114,0 TL",Bir İnsan-ı Selim Kitap Açıklaması,"
""Bu kitap, ömrünü ilme, irfana ve sevgiye adayan Prof. Dr. Azmi Özcan için hazırlandı ve teveccühe, alkışa müsaade etmeyen müstağni kişiliği nedeniyle kendisinden habersizce neşredildi. Hemen belirtelim ki, maksadımız az da olsa tuz ve ekmek hakkını ödeyebilmektir. Prof. Dr. Azmi Özcan'ı tanıma ve dinleme bahtiyarlığına erişen hemen her kişinin hayatında muhakkak bir şeyler değişmiştir. Nitekim bizler, talebeleri olarak Prof. Dr. Azmi Özcan'ı, tarih, siyaset, hukuk, sosyoloji, felsefe, edebiyat, sanat ve estetik gibi disiplinlere derin vukufiyetiyle; hadiselere intikal hızı ve sıra dışı yaklaşımıyla; bilginin sıhhatini tefrik kabiliyeti ve ufuk açıcı tahlilleriyle; zarafet, asalet ve nezaket timsali kişiliğiyle; akl-ı selim, kalb-i selim ve zevk-i selimi şahsında cem eden; bir insan-ı selim olarak tanıdık. Öğrencileri, dostları, arkadaşları ve meslektaşları olarak hocamıza sevgimizin ve minnettarlığımızın bir nişanesi olarak bu mütevazı kitabı hazırladık. Eserde akademik metinlerin yanında Azmi Hoca'nın dostlarının kaleme aldığı muhabbet yüklü yazılar da var.""(Tanıtım Bülteninden)",1090,,2016,Türkçe,9789756665954
1519,https://i.idefix.com/cache/500x400-0/originals/0000000681173-1.jpg,Hatıralarıyla İz Bırakanlar,İsmail Yakıt,Zafer Yılmaz,Ötüken Neşriyat,"50,2 TL",Hatıralarıyla İz Bırakanlar Kitap Açıklaması,"
Çocukluk yıllarımdan beri hatıralarıyla zihnimde yer et­miş, ruhumda ve gönül dünyamda iz bırakmış kişileri ve on­ların anılarını bu kitapta anlatmaya çalıştım. Dolayısıyla bunu bir nevi hatıra-portre denemesi olarak görebileceğimiz gibi, aynı zamanda da benim ""ömrümün aynası"" diyebileceğim bir kitaptır. Hatıraları okurken kendinizi, kimi vakit sınıfta ders dinlerken, kimi vakit savaş meydanlarında veya esir kamp­larında veya şiir ortamlarında, hatta heyecanlı ve nükteli sohbetlerin içinde bulacaksınız. Kitapta; Dündar Taşer, Hilmi Ziya Ülken, Arif Nihat Asya, Erol Güngör, Osman Yüksel Serdengeçti, Orhan Şaik Gökyay, Alparslan Türkeş, Durmuş Hocaoğlu, Turan Yazgan, Niyazi Sayın gibi ilim, edebiyat, sanat, ve siyaset ile Türk kültür ve düşünce hayatının muhtelif sahalarına katkıda bulunan birçok isme dair hatıralar bulacaksınız. Atalarımızın da dediği gibi, ""Söz uçar, yazı kalır!""(Tanıtım Bülteninden)",312,,2016,Türkçe,9786051553665
1520,https://i.idefix.com/cache/500x400-0/originals/0000000432250-1.jpg,Yusuf İslam,Sevgi Başman,,Uğurböceği,"21,0 TL",Yusuf İslam Kitap Açıklaması,"
1970’li yıllarda milyonların peşinden koştuğu genç bir müzisyen, kendisini gerçekten mutlu edecek ve yaşadığı hayata anlam katacak bir ışık arıyordu. Sahne spotlarından çok daha parlak, kalbinin en derin köşelerine kadar aydınlatacak bir ışık... O, aradığı ışığı, kalbini iyileştirecek şifayı, kendisine hediye edilen bir Kur’an mealinde buldu... Ve Müslüman olarak, İslamiyet güneşinin, yüzünü samimiyetle ona dönen herkesi aydınlatacağını bütün dünyaya gösterdi...(Tanıtım Bülteninden)
",,,2013,Türkçe,9789752612044
1521,https://i.idefix.com/cache/500x400-0/originals/0000000264881-1.jpg,Saddam Hüseyin,Veysel Ayhan,,Barış Platin,"40,15 TL",Saddam Hüseyin Kitap Açıklaması,"
Henüz 22 yaşındayken Devlet Başkanı’na suikast düzenleyen Saddam Hüseyin’i ve onun oluşturduğu iktidar yapısını analiz etmeden Irak’ı anlamaya çalışmak gerçekten oldukça güçtür. Irak’ın son 40 yılına damgasını vuran Saddam Hüseyin, kimilerine göre bir diktatör, kimilerine göre ise gerçek bir Arap liderdir. Hangisi olursa olsun, Saddam Hüseyin, kuşkusuz Irak’ın toplumsal, dinsel ve siyasal yapısının ortaya çıkardığı bir Irak gerçeğidir. Saddam Hüseyin’in çocukluğu ve gençlik yılları ile iktidara geldikten sonraki siyasal kültürü ve yönetim anlayışı, Irak’taki kişisel sadakat ve bağlılığın, aşiret içi/aşiret dışı ilişkilerin ve etnik/ mezhepsel gerginliğin bir ürünü olarak karşımıza çıkmaktadır. 1968’de Baas Partisi’nin ikinci kez iktidarı ele geçirmesinden sonra dünya gündemini uzun bir süre meşgul eden Saddam Hüseyin dönemi, darbeler, suikastlar, tasfiyeler, karşı tasfiyeler, askeri ve istihbarat örgütleri, etnik ve mezhepsel gerginlikler, aşiret içi ilişkiler gibi bir çok içsel ve dışsal unsurun birlikte incelenmesi ile anlaşılabilir. Bu amaçla, elinizdeki çalışma, Saddam Hüseyin iktidarının içyapısı üzerine yoğunlaşarak, bir anlamda Irak’ın kapsamlı bir analizini yapmaktadır.
 
(Tanıtım Bülteninden)
 
",286,"13,5 x 19,5",2008,Türkçe,9789944137157
1522,https://i.idefix.com/cache/500x400-0/originals/0000000546465-1.jpg,Hz. Fatima,Ahmet Cemil Akıncı,,Bahar Yayınları,"72,3 TL",Hz. Fatima Kitap Açıklaması,"
İnsanlık için ideal kadın onun vücudunda hayat buldu. O en sevgili evlat, eş, enne ve kadındı. Cennetle müjdelenen dört kadından biriydi.
O, Hz. Muhammed'in en sevgili kızıydı. Babasından öyle büyük bir saygı ve sevgi gördü ki, bu adeta dünya yüzündeki bütün kadınların erkekler karşısında yüceltilmesinin ifadesiydi.
Onun hayatından esinlenerek ve tarihi kaynaklara dayanarak yazılmış bu kitap, sürükleyici kurgusu ve şiirsel anlatımıyla sizi ona bir adım daha yaklaştıracak.
 
(Tanıtım Bülteninden)
 
",384,"13,5 x 21",2011,Türkçe,9789754500585
1523,https://i.idefix.com/cache/500x400-0/originals/0001931689001-1.jpg,Şair Portreleri,Ziya İlhan Zaimoğlu,,Ötüken Neşriyat,"37,25 TL",Şair Portreleri Kitap Açıklaması,"
Bu kitapta, unutulmuş şairlerimizden Ziya İlhan’ın, “Şair Portreleri” başlığıyla kaleme aldığı on dokuz portre yazısı bir araya getirilmiştir. Arif Nihat Asya, İdris Ahmet Pura, İsmail Safa Esgin, Hamit Salih Asyalı, Cahit Sıtkı Tarancı, Ahmet Muhip Dıranas, Ömer Bedrettin Uşaklı, Ceyhun Atuf Kansu, Behçet Kemal Çağlar, Hamit Macit Selekler, Haşim Nezihi Okay, Muvaffak Sami Onat, Baki Süha Ediboğlu, Kemal Kaplancalı, Suat Taşer, Yaşar Nabi Nayır, Vehbi Cem Aşkun ve Rıfat Ilgaz’ın portreleri 1941-44 yılları arasında Dikmen mecmuasında, Ziya Osman Saba’nın portresi ise 1957’de Varlık’ta yayımlanmıştır. Şair Portreleri, özellikle yakın dönem edebiyat tarihimize ışık tutacak nitelikte bir eserdir. Ziya İlhan, portreler yazı serisinde yakından tanıdığı dostlarıyla birlikte döneminin meşhur şairlerine ve bugün unutulmaya yüz tutmuş bazı isimlere dair önemli bilgileri çoğu zaman hikâyeleştirerek kaleme almış, yer yer hatıralarla beslenen bu yazılarda samimi ve akıcı bir üslup kullanmıştır. Zaimoğlu’nun yazıları kaleme alırken portresi çizilecek şairlerle mektuplaştığı da anlaşılmaktadır. Necati Tonga tarafından titiz bir notlandırmayla hazırlanan Şair Portreleri, birinci dereceden bilgi ve belgelere dayanması bakımından da edebiyat araştırmacıları için önemli bir kaynak olarak karşımızda durmaktadır.
 
(Tanıtım Bülteninden)
 
",219,"13,5 x 19,5",2021,Türkçe,9786254081484
